NDC,RXCUI,QUMI Code,Package Count,Supplier,Description,Dosage Form,Dosage Route,Strength,Measure,ANDA,Generic Description,DEA
10019-0927-01,1791593,2fw40d6,1,Baxter Healthcare Corporation,Ifosfamide 1000 mg Vial [Ifex],Vial,INJECTABLE,1000,mg,NDA019763,IFOSFAMIDE,
63323-0142-10,1791593,2fw40d6,1,"Fresenius Kabi USA, LLC",Ifosfamide 1000 mg Injection [Ifex],Injection,INJECTABLE,1000,mg,ANDA076078,IFOSFAMIDE,
63323-0142-12,1791593,2fw40d6,1,"Fresenius Kabi USA, LLC",Ifosfamide 1000 mg Injection [Ifex],Injection,INJECTABLE,1000,mg,ANDA076078,IFOSFAMIDE,
76420-0527-01,1716126,2g1w3dn,1,"Asclemed USA, Inc.",Physicians ez use b-12 compliance 5 mL Pouch,Pouch,INJECTABLE,5,mL,,,
00264-5802-00,1807639,2g2cw4v,12,B. Braun Medical Inc.,1000 mL sodium chloride 9 mg/mL Container,Container,INJECTABLE,9000,mg,NDA019635,SODIUM CHLORIDE,
00264-7800-00,1807639,2g2cw4v,12,B. Braun Medical Inc.,1000 mL sodium chloride 9 mg/mL Container,Container,INJECTABLE,9000,mg,NDA019635,SODIUM CHLORIDE,
00264-7800-09,1807639,2g2cw4v,12,B. Braun Medical Inc.,1000 mL sodium chloride 9 mg/mL Container,Container,INJECTABLE,9000,mg,NDA019635,SODIUM CHLORIDE,
00338-0049-04,1807639,2g2cw4v,1,Baxter Healthcare Corporation,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,NDA016677,SODIUM CHLORIDE,
00338-9543-05,1807639,2g2cw4v,1,Baxter Healthcare Corporation,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,NDA016677,SODIUM CHLORIDE,
00338-9543-06,1807639,2g2cw4v,1,Baxter Healthcare Corporation,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,NDA016677,SODIUM CHLORIDE,
00990-7983-09,1807639,2g2cw4v,12,ICU Medical Inc.,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,NDA016366,SODIUM CHLORIDE,
17271-0701-07,1807639,2g2cw4v,1,Becton Dickinson and Company,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207310,SODIUM CHLORIDE,
46163-0300-10,1807639,2g2cw4v,12,"Fresenius Medical Care de Mexico, S.A. de C.V.",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA078177,SODIUM CHLORIDE,
49230-0300-10,1807639,2g2cw4v,12,Fresenius Medical Care North America,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA078177,SODIUM CHLORIDE,
51662-1308-01,1807639,2g2cw4v,1,"HF Acquisition Co LLC, DBA HealthFirst",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,NDA016366,SODIUM CHLORIDE,
51662-1518-01,1807639,2g2cw4v,1,"HF Acquisition Co LLC, DBA HealthFirst",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,NDA016366,SODIUM CHLORIDE,
63323-0623-76,1807639,2g2cw4v,1,"Fresenius Kabi USA, LLC",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207310,SODIUM CHLORIDE,
63323-0632-40,1807639,2g2cw4v,10,"Fresenius Kabi USA, LLC",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207310,SODIUM CHLORIDE,
65219-0282-10,1807639,2g2cw4v,10,"Fresenius Kabi USA, LLC",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207310,SODIUM CHLORIDE,
65219-0328-50,,2g2cw4v,10,"Fresenius Kabi USA, LLC",Sodium chloride 9000 mg Bag,Bag,INJECTABLE,9000,mg,ANDA207310,SODIUM CHLORIDE,
65219-0474-10,1807639,2g2cw4v,10,"Fresenius Kabi USA, LLC",1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207310,SODIUM CHLORIDE,
76297-0001-41,1807639,2g2cw4v,10,LABORATORIOS GRIFOLS SA,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207956,SODIUM CHLORIDE,
79672-0613-50,1807639,2g2cw4v,10,Nextgen Pharmaceuticals LLC,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207956,SODIUM CHLORIDE,
81826-0001-41,1807639,2g2cw4v,10,CODAN US CORPORATION,1000 mL sodium chloride 9 mg/mL Bag,Bag,INJECTABLE,9000,mg,ANDA207956,SODIUM CHLORIDE,
00270-0556-15,237982,2g5k6sf,10,Bracco Diagnostics Inc.,Sincalide 0.005 mg Vial [Kinevac],Vial,INJECTABLE,0.01,mg,NDA017697,SINCALIDE,
63323-0579-05,237982,2g5k6sf,10,"Fresenius Kabi USA, LLC",Sincalide 0.005 mg Vial [Kinevac],Vial,INJECTABLE,0.01,mg,NDA017697,SINCALIDE,
70511-0131-84,237982,2g5k6sf,10,"MAIA Pharmaceuticals, Inc.",Sincalide 0.005 mg Vial [Kinevac],Vial,INJECTABLE,0.01,mg,NDA210850,SINCALIDE,
72266-0248-05,237982,2g5k6sf,5,FOSUN PHARMA USA INC,Sincalide 0.005 mg Vial [Kinevac],Vial,INJECTABLE,0.01,mg,NDA210850,SINCALIDE,
22840-5424-02,2203009,2gezqg7,1,"Greer Laboratories, Inc.",Arizona cypress pollen extract 25 mg/mL Vial,Vial,INJECTABLE,250,mg,BLA101833,CUPRESSUS ARIZONICA POLLEN,
00409-4208-10,1672915,2gjk8fb,10,"Hospira, Inc.",Bupivacaine HCl and epinephrine 150.0; 0.15 mg; mg Vial [Marcaine With Epinephrine],Vial,INJECTABLE,150; 0.15,mg; mg,NDA016964,BUPIVACAINE HCl; EPINEPHRINE BITARTRATE,
00409-9045-17,1672915,2gjk8fb,25,"Hospira, Inc.",Bupivacaine HCl and epinephrine 150.0; 0.15 mg; mg Vial,Vial,INJECTABLE,150; 0.15,mg; mg,ANDA071168,BUPIVACAINE HCl; EPINEPHRINE BITARTRATE,
63323-0462-31,1672915,2gjk8fb,5,"Fresenius Kabi USA, LLC",Bupivacaine HCl and epinephrine bitartrate 150.0; 0.15 mg; mg Vial [Sensorcaine],Vial,INJECTABLE,150; 0.15,mg; mg,NDA018304,BUPIVACAINE HCl; EPINEPHRINE BITARTRATE,
63323-0462-37,1672915,2gjk8fb,25,"Fresenius Kabi USA, LLC",Bupivacaine HCl and epinephrine bitartrate 150.0; 0.15 mg; mg Vial [Sensorcaine],Vial,INJECTABLE,150; 0.15,mg; mg,NDA018304,BUPIVACAINE HCl; EPINEPHRINE BITARTRATE,
00006-4995-00,2003997,2gk016r,1,Merck Sharp & Dohme LLC,Hepatitis b vaccine (recombinant) 0.01 mg Vial [Recombivax Hb],Vial,INJECTABLE,0.01,mg,BLA101066,HEPATITIS B VIRUS SUBTYPE ADW HBSAG SURFACE PROTEIN ANTIGEN,
00006-4995-41,2003997,2gk016r,10,Merck Sharp & Dohme LLC,Hepatitis b vaccine (recombinant) 0.01 mg Vial [Recombivax Hb],Vial,INJECTABLE,0.01,mg,BLA101066,HEPATITIS B VIRUS SUBTYPE ADW HBSAG SURFACE PROTEIN ANTIGEN,
00143-9568-25,1665449,2gw08ex,25,Hikma Pharmaceuticals USA Inc.,Cefuroxime 750 mg Injection [Zinacef],Injection,INJECTABLE,750,mg,ANDA065048,CEFUROXIME SODIUM,
00143-9979-22,1665449,2gw08ex,25,Hikma Pharmaceuticals USA Inc.,Cefuroxime 750 mg Injection [Zinacef],Injection,INJECTABLE,750,mg,ANDA065048,CEFUROXIME SODIUM,
00264-3112-11,1665449,2gw08ex,24,B. Braun Medical Inc.,Cefuroxime 750 mg Container [Zinacef],Container,INJECTABLE,750,mg,NDA050780,CEFUROXIME SODIUM,
25021-0118-10,1665449,2gw08ex,25,Sagent Pharmaceuticals,Cefuroxime 750 mg Injection [Zinacef],Injection,INJECTABLE,750,mg,ANDA064125,CEFUROXIME SODIUM,
25021-0182-66,1665449,2gw08ex,25,Sagent Pharmaceuticals,Cefuroxime 750 mg Injection [Zinacef],Injection,INJECTABLE,750,mg,ANDA064125,CEFUROXIME SODIUM,
00143-9335-10,1724786,2gxm7fj,10,Hikma Pharmaceuticals USA Inc.,30 mL bupivacaine HCl 7.5 mg/mL Vial [Marcaine],Vial,INJECTABLE,225,mg,ANDA204842,BUPIVACAINE HCl,
00409-1165-02,1724786,2gxm7fj,25,"Hospira, Inc.",30 mL bupivacaine HCl 7.5 mg/mL Vial [Marcaine],Vial,INJECTABLE,225,mg,ANDA070585,BUPIVACAINE HCl,
55150-0172-30,1724786,2gxm7fj,25,Eugia US LLC,30 mL bupivacaine HCl 7.5 mg/mL Vial [Marcaine],Vial,INJECTABLE,225,mg,ANDA203895,BUPIVACAINE HCl,
70594-0121-01,1724786,2gxm7fj,1,Xellia Pharmaceuticals USA LLC,30 mL bupivacaine HCl 7.5 mg/mL Vial [Marcaine],Vial,INJECTABLE,225,mg,ANDA091487,BUPIVACAINE HCl,
82449-0228-01,1724786,2gxm7fj,1,Steriscience Specialties Private Limited,30 mL bupivacaine HCl 7.5 mg/mL Vial [Marcaine],Vial,INJECTABLE,225,mg,ANDA091487,BUPIVACAINE HCl,
00409-3300-24,1665211,2gxxbfj,24,"Hospira, Inc",Ciprofloxacin 2 mg/mL Bag [Cipro],Bag,INJECTABLE,400,mg,ANDA078252,CIPROFLOXACIN,
00409-4777-02,1665211,2gxxbfj,24,"Hospira, Inc.",Ciprofloxacin 2 mg/mL Bag [Cipro],Bag,INJECTABLE,400,mg,ANDA077753,CIPROFLOXACIN,
25021-0114-87,1665211,2gxxbfj,24,Sagent Pharmaceuticals,Ciprofloxacin 2 mg/mL Bag [Cipro],Bag,INJECTABLE,400,mg,ANDA078252,CIPROFLOXACIN,
25021-0192-87,1665211,2gxxbfj,24,Sagent Pharmaceuticals,Ciprofloxacin 2 mg/mL Bag [Cipro],Bag,INJECTABLE,400,mg,ANDA078252,CIPROFLOXACIN,
36000-0009-24,1665211,2gxxbfj,1,Baxter Healthcare Corporation,Ciprofloxacin 2 mg/mL Bag [Cipro],Bag,INJECTABLE,400,mg,ANDA078024,CIPROFLOXACIN,
36000-0298-24,1665211,2gxxbfj,1,Baxter Healthcare Corporation,Ciprofloxacin 2 mg/mL Bag [Cipro],Bag,INJECTABLE,400,mg,ANDA078024,CIPROFLOXACIN,
22840-1610-04,1006288,2h1agnh,1,"Greer Laboratories, Inc.",Aspergillus flavus allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,ASPERGILLUS FLAVUS,
22840-5786-04,891661,2h1rneg,1,"Greer Laboratories, Inc.",Peanut allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,PEANUT,
00143-9533-01,252931,2h2cbc9,1,Hikma Pharmaceuticals USA Inc.,Allopurinol 500 mg Vial [Aloprim],Vial,INJECTABLE,500,mg,ANDA076870,ALLOPURINOL SODIUM,
65219-0380-30,252931,2h2cbc9,1,"Fresenius Kabi USA, LLC",Allopurinol 500 mg Vial [Aloprim],Vial,INJECTABLE,500,mg,ANDA212363,ALLOPURINOL SODIUM,
67457-0187-50,252931,2h2cbc9,1,Mylan Institutional LLC,Allopurinol 500 mg Vial [Aloprim],Vial,INJECTABLE,500,mg,NDA020298,ALLOPURINOL SODIUM,
67457-0978-50,252931,2h2cbc9,1,Mylan Institutional LLC,Allopurinol 500 mg Vial [Aloprim],Vial,INJECTABLE,500,mg,NDA020298,ALLOPURINOL SODIUM,
68083-0380-01,252931,2h2cbc9,1,Gland Pharma Limited,Allopurinol 500 mg Vial [Aloprim],Vial,INJECTABLE,500,mg,ANDA212363,ALLOPURINOL SODIUM,
00074-2100-01,2540695,2h8mspk,1,AbbVie Inc.,1 mL risankizumab-rzaa 150 mg/mL Auto-Injector [Skyrizi],Auto-Injector,INJECTABLE,150,mg,BLA761105,RISANKIZUMAB,
00074-2100-70,2540695,2h8mspk,1,AbbVie Inc.,1 mL risankizumab-rzaa 150 mg/mL Auto-Injector [Skyrizi],Auto-Injector,INJECTABLE,150,mg,BLA761105,RISANKIZUMAB,
00268-8086-50,852105,2haj2rw,1,"ALK-Abello, Inc.",Aureobasidium pullulans var. pullutans allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,5300,mg,BLA103753,AUREOBASIDIUM PULLULANS VAR. PULLUTANS,
55513-0027-04,731171,2hkkqwp,4,Amgen Inc,0.3 mL darbepoetin alfa 0.5 mg/mL Prefilled Syringe [Aranesp],Prefilled Syringe,INJECTABLE,0.5,mg/mL,BLA103951,DARBEPOETIN ALFA,
55513-0028-01,731174,2hkkqwp,1,Amgen Inc,0.4 mL darbepoetin alfa 0.5 mg/mL Prefilled Syringe [Aranesp],Prefilled Syringe,INJECTABLE,0.5,mg/mL,BLA103951,DARBEPOETIN ALFA,
55513-0111-01,731179,2hkkqwp,1,Amgen Inc,0.6 mL darbepoetin alfa 0.5 mg/mL Prefilled Syringe [Aranesp],Prefilled Syringe,INJECTABLE,0.5,mg/mL,BLA103951,DARBEPOETIN ALFA,
73362-0007-01,2569629,2hp17rb,4,"Ascendis Pharma Endocrinology, Inc.",Lonapegsomatropin-tcgd 6.3 mg Cartridge [Skytrofa],Cartridge,INJECTABLE,6.3,mg,BLA761177,LONAPEGSOMATROPIN,
00268-6108-10,891681,2hrqvsc,1,"ALK-Abello, Inc.",String bean allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103753,STRING BEAN,
65044-3074-02,891681,2hrqvsc,1,Jubilant HollisterStier LLC,String bean allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,1000,mg,BLA103888,STRING BEAN,
00404-9848-10,309845,2hs042w,1,"Henry Schein, Inc.",Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA071583,DIAZEPAM,4
00409-3213-12,309845,2hs042w,10,"Hospira, Inc.",Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA071583,DIAZEPAM,4
00641-6243-10,309845,2hs042w,10,Hikma Pharmaceuticals USA Inc.,Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA070311,DIAZEPAM,4
69339-0137-05,309845,2hs042w,5,Natco Pharma USA LLC,Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA211998,DIAZEPAM,4
69339-0137-95,309845,2hs042w,5,Natco Pharma USA LLC,Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA211998,DIAZEPAM,4
71872-7259-01,309845,2hs042w,1,"Medical Purchasing Solutions, LLC",Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA211998,DIAZEPAM,4
71872-7260-01,309845,2hs042w,1,"Medical Purchasing Solutions, LLC",Diazepam 5 mg/mL Vial [Stesolid],Vial,INJECTABLE,50,mg,ANDA071583,DIAZEPAM,4
66658-0524-01,2665333,2htvaed,1,Swedish Orphan Biovitrum AB (publ),10 mL emapalumab-lzsg 25 mg/mL Vial [Gamifant],Vial,INJECTABLE,250,mg,BLA761107,EMAPALUMAB,
22840-5484-05,897406,2j2ysmz,1,"Greer Laboratories, Inc.",Orange pollen extract 50 mg/mL Bottle,Bottle,INJECTABLE,250,mg,BLA101833,CITRUS SINENSIS POLLEN,
00069-1224-02,2102441,2j37kbh,1,Pfizer Laboratories Div Pfizer Inc,Immune globulin intravenous (human) - ifas 100 mg/mL Bottle [Panzyga],Bottle,INJECTABLE,5000,mg,BLA125587,HUMAN IMMUNOGLOBULIN G,
68982-0822-03,2102441,2j37kbh,1,Octapharma USA Inc,Immune globulin intravenous (human) - ifas 100 mg/mL Bottle [Panzyga],Bottle,INJECTABLE,5000,mg,BLA125587,HUMAN IMMUNOGLOBULIN G,
00143-9665-10,313920,2j7kq65,1,West-Ward Pharmaceuticals Corp,Cefazolin 200 mg/mL Injection,Injection,INJECTABLE,20000,mg,ANDA065143,CEFAZOLIN SODIUM,
00268-0024-30,895681,2j9fgbx,1,"ALK-Abello, Inc.",Tag alder pollen extract 10000 UNT/mL Vial,Vial,INJECTABLE,300000,[PNU],BLA103753,ALNUS INCANA SUBSP. RUGOSA POLLEN,
00268-6231-06,891694,2jbz3gg,1,"ALK-Abello, Inc.",English walnut allergenic extract 100 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA103753,ENGLISH WALNUT,
22840-5788-02,891698,2jbz3gg,1,"Greer Laboratories, Inc.",Black walnut allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,BLACK WALNUT,
22840-5789-02,891690,2jbz3gg,1,"Greer Laboratories, Inc.",English walnut allergenic extract 50 mg/mL Vial,Vial,INJECTABLE,500,mg,BLA101833,ENGLISH WALNUT,
24201-0101-04,313567,2jkadag,4,Hikma Pharmaceuticals USA Inc.,Valrubicin 40 mg/mL Irrigation Solution [Valstar],Irrigation Solution,INJECTABLE,200,mg,ANDA206430,VALRUBICIN,
67979-0001-01,313567,2jkadag,4,Endo Pharmaceuticals Solutions Inc.,Valrubicin 40 mg/mL Irrigation Solution [Valstar],Irrigation Solution,INJECTABLE,200,mg,NDA020892,VALRUBICIN,
72572-0575-10,312447,2jzntxq,10,"Civica, Inc.",Piperacillin 200 mg/mL / tazobactam 25 mg/mL Vial [Zosyn],Vial,INJECTABLE,2000; 250,mg; mg,ANDA212287,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,
51759-0520-10,2636039,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.28 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0520-11,2636039,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.28 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0630-10,2636042,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.35 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0630-11,2636042,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.35 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0740-10,2636044,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.42 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0740-11,2636044,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.42 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0850-10,2636046,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.56 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0850-11,2636046,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.56 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0960-10,2636048,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.7 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
51759-0960-11,2636048,2kc0gq3,1,"Teva Pharmaceuticals USA, Inc.",0.7 mL risperidone 357 mg/mL Prefilled Syringe [Uzedy],Prefilled Syringe,INJECTABLE,357.14,mg/mL,NDA213586,RISPERIDONE,
42515-0002-01,1300781,2kesmfh,1,Valneva Scotland Ltd.,"0.5 mL Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 mg/mL Prefilled Syringe [Ixiaro]",Prefilled Syringe,INJECTABLE,60,[ARB'U],BLA125280,JAPANESE ENCEPHALITIS VIRUS STRAIN SA 14-14-2 ANTIGEN (FORMALDEHYDE INACTIVATED),
22840-5440-03,851869,2kewqsd,1,"Greer Laboratories, Inc.",Silver maple pollen extract 50 mg/mL Vial,Vial,INJECTABLE,1500,mg,BLA101833,ACER SACCHARINUM POLLEN,
53877-0008-61,1117228,2kjtcw4,24,Terumo Corporation,Anticoagulant citrate phosphate dextrose (cpd) and as-5 red cell preservative 111 mL Bag [Teruflex Blood Bag System With Diversion Blood Sampling Arm Anticoagulant Citrate Phosphate Dextrose (Cpd) And Optisol (As-5) Red Cell Preservative],Bag,INJECTABLE,111,mL,BN880217,,
53877-0008-71,1117228,2kjtcw4,18,Terumo Corporation,Anticoagulant citrate phosphate dextrose (cpd) and as-5 red cell preservative 111 mL Bag [Teruflex Blood Bag System With Diversion Blood Sampling Arm Anticoagulant Citrate Phosphate Dextrose (Cpd) And Optisol (As-5) Red Cell Preservative],Bag,INJECTABLE,111,mL,BN880217,,
53877-0009-41,1117229,2kjtcw4,24,Terumo Corporation,Anticoagulant citrate phosphate dextrose (cpd) and as-5 red cell preservative 111 mL Bag [Teruflex Blood Bag System With Blood Sampling Arm Anticoagulant Citrate Phosphate Dextrose (Cpd) And Optisol (As-5) Red Cell Preservative],Bag,INJECTABLE,111,mL,BN880217,,
22840-2463-02,1014771,2kqc9tq,1,"Greer Laboratories, Inc.",Broad leaved paperbark pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,200000,[PNU],BLA101833,MELALEUCA QUINQUENERVIA POLLEN,
22840-9353-04,2104550,2kqf9tq,1,"Greer Laboratories, Inc.",English plantain pollen extract 20000 UNT/mL / sheep sorrel pollen extract 20000 UNT/mL Vial,Vial,INJECTABLE,1000000; 1000000,[PNU]; [PNU],BLA101833,PLANTAGO LANCEOLATA POLLEN; RUMEX ACETOSELLA POLLEN,
53877-0006-31,979284,2m0rknf,18,Terumo Corporation,Anticoagulant citrate phosphate dextrose (cpd) and as-5 red cell preservative 111 mL Bag [Imuflex Wb-Rp Blood Bag System With Integral Whole Blood Leukocyte Reduction Filter (Removing Platelets) With Diversion Blood Sampling Arm Anticoagulant Citrate Phosphate Dextrose (Cpd) And Optisol (As-5) Red Cell Preservative],Bag,INJECTABLE,111,mL,BN880217,,
00143-9684-10,204508,2mendeh,10,Hikma Pharmaceuticals USA Inc.,Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA078527,FLUMAZENIL,
00143-9784-10,204508,2mendeh,10,West-Ward Pharmaceuticals Corp,Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA078527,FLUMAZENIL,
00404-9860-05,204508,2mendeh,1,"Henry Schein, Inc",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA076755,FLUMAZENIL,
36000-0148-10,204508,2mendeh,10,Baxter Healthcare Corporation,Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA076755,FLUMAZENIL,
51662-1254-01,204508,2mendeh,1,"HF Acquisition Co. LLC, DBA HealthFirst",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA078527,FLUMAZENIL,
51662-1254-03,204508,2mendeh,10,"HF Acquisition Co. LLC, DBA HealthFirst",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA078527,FLUMAZENIL,
51662-1579-01,204508,2mendeh,1,"HF Acquisition Co LLC, DBA HealthFirst",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA076955,FLUMAZENIL,
52584-0088-01,204508,2mendeh,1,"General Injectables and Vaccines, Inc.",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA076755,FLUMAZENIL,
63323-0424-05,204508,2mendeh,10,"Fresenius Kabi USA, LLC",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA076955,FLUMAZENIL,
70518-3456-00,204508,2mendeh,10,REMEDYREPACK INC.,Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA076955,FLUMAZENIL,
71872-7038-01,204508,2mendeh,1,"Medical Purchasing Solutions, LLC",Flumazenil 0.1 mg/mL Vial [Romazicon],Vial,INJECTABLE,0.5,mg,ANDA078527,FLUMAZENIL,
22840-1473-04,852809,2mf3kct,1,"Greer Laboratories, Inc.",Salt cedar pollen extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,TAMARIX GALLICA POLLEN,
22840-5419-04,852809,2mf3kct,1,"Greer Laboratories, Inc.",Salt cedar pollen extract 50 mg/mL Vial,Vial,INJECTABLE,2500,mg,BLA101833,TAMARIX GALLICA POLLEN,
43066-0150-10,1046406,2mg2gdn,1,Baxter Healthcare Corporation,100 mL amiodarone HCl 1.5 mg/mL Bag [Nexterone],Bag,INJECTABLE,150,mg,NDA022325,AMIODARONE HCl,
51662-1480-01,1046406,2mg2gdn,1,"HF Acquisition Co LLC, DBA HealthFirst",100 mL amiodarone HCl 1.5 mg/mL Bag [Nexterone],Bag,INJECTABLE,150,mg,NDA022325,AMIODARONE HCl,
10019-0055-61,1736541,2mgxt6h,10,Baxter Healthcare Corporation,250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,NDA019386,ESMOLOL HCl,
10019-0670-10,1736541,2mgxt6h,10,Baxter Healthcare Corporation,250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,NDA019386,ESMOLOL HCl,
10019-0672-10,1736541,2mgxt6h,10,Baxter Healthcare Corporation,250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,NDA019386,ESMOLOL HCl,
25021-0308-84,1736541,2mgxt6h,10,Sagent Pharmaceuticals,250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,ANDA207107,ESMOLOL HCl,
44567-0450-10,1736541,2mgxt6h,10,"WG Critical Care, LLC",250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,ANDA214172,ESMOLOL HCl,
44567-0811-10,1736541,2mgxt6h,10,"WG Critical Care, LLC",250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,NDA205703,ESMOLOL HCl,
51662-1427-01,1736541,2mgxt6h,1,"HF Acquisition Co LLC, DBA HealthFirst",250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,NDA019386,ESMOLOL HCl,
55150-0420-10,1736541,2mgxt6h,10,Eugia US LLC,250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,ANDA216244,ESMOLOL HCl,
67457-0657-25,1736541,2mgxt6h,1,Mylan Institutional LLC,250 mL esmolol HCl 10 mg/mL Bag [Brevibloc],Bag,INJECTABLE,2500,mg,ANDA206608,ESMOLOL HCl,
